"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1" "NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1" "NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1" "NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1"
"ZFTRAF1" 0 1 0 0 0 0 0 0
"TMEM276" 0 1 0 0 0 0 0 0
"KIFC2" 0 1 0 0 0 0 0 0
"FOXH1" 0 1 0 0 0 0 0 0
"PPP1R16A" 0 1 0 0 0 0 0 0
"GPT" 0 1 0 0 0 0 0 0
"MFSD3" 0 1 0 0 0 0 0 0
"RECQL4" 0 1 0 0 0 0 0 0
"LRRC14" 0 1 0 0 0 0 0 0
"LRRC24" 0 1 0 0 0 0 0 0
"C8orf82" 0 1 0 0 0 0 0 0
"ARHGAP39" 0 1 0 0 0 0 0 0
"ZNF251" 0 1 0 0 0 0 0 0
"ZNF34" 0 1 0 0 0 0 0 0
"RN7SL395P" 0 1 0 0 0 0 0 0
"RPL8" 0 1 0 0 0 1 0 0
"ZNF517" 0 1 0 0 0 1 0 0
"ZNF7" 0 1 0 0 0 1 0 0
"COMMD5" 0 1 0 0 0 1 0 0
"ZNF250" 0 1 0 0 0 1 0 0
"ZNF16" 0 1 0 0 0 1 0 0
"ZNF252P" 0 1 0 0 0 1 0 0
"TMED10P1" 0 1 0 0 0 1 0 0
"ZNF252P-AS1" 0 1 0 0 0 1 0 0
"C8orf33" 0 1 0 0 0 1 0 0
"WASHC1" 0 0 0 0 0 0 0 0
"MIR1302-9HG" 0 0 0 0 0 0 0 0
"PGM5P3-AS1" 0 0 0 0 0 0 0 0
"FOXD4" 0 0 0 0 0 0 0 0
"ZNG1A" 0 0 0 0 0 0 0 0
"DOCK8-AS1" 0 0 0 0 0 0 0 0
"DOCK8" 0 0 0 0 0 0 0 0
"DOCK8-AS2" 0 0 0 0 0 0 0 0
"KANK1" 0 0 0 0 0 0 0 0
"RPL12P25" 0 0 0 0 0 0 0 0
"DMRT3" 0 0 0 0 0 0 0 0
"LINC01230" 0 0 0 0 0 0 0 0
"DMRT2" 0 0 0 0 0 0 0 0
"SMARCA2" 0 0 0 0 0 0 0 0
"SMARCA2-AS1" 0 0 0 0 0 0 0 0
"VLDLR-AS1" 0 0 0 0 0 0 0 0
"VLDLR" 0 0 0 0 0 0 0 0
"KCNV2" 0 0 0 0 0 0 0 0
"PUM3" 0 0 0 0 0 0 0 0
"RFX3" 0 0 0 0 0 0 0 0
"RFX3-DT" 0 0 0 0 0 0 0 0
"GLIS3" 0 0 0 0 0 0 0 0
"GLIS3-AS1" 0 0 0 0 0 0 0 0
"GLIS3-AS2" 0 0 0 0 0 0 0 0
"SLC1A1" 0 0 0 0 0 0 0 0
"SPATA6L" 0 0 0 0 0 0 0 0
"PLPP6" 0 0 0 0 0 0 0 0
"CDC37L1-DT" 0 0 0 0 0 0 0 0
"CDC37L1" 0 0 0 0 0 0 0 0
"AK3" 0 0 0 0 0 0 0 0
"RCL1" 0 0 0 0 0 0 0 0
"HNRNPA1P41" 0 0 0 0 0 0 0 0
"JAK2" 0 0 0 0 0 0 0 0
"TCF3P1" 0 0 0 0 0 0 0 0
"IGHEP2" 0 0 0 0 0 0 0 0
"INSL6" 0 0 0 0 0 0 0 0
"INSL4" 0 0 0 0 0 0 0 0
"RLN2" 0 0 0 0 0 0 0 0
"RLN1" 0 0 0 0 0 0 0 0
"PLGRKT" 0 0 0 0 0 0 0 0
"CD274" 0 0 0 0 0 0 0 0
"PDCD1LG2" 0 0 0 0 0 0 0 0
"RIC1" 0 0 0 0 0 0 0 0
"ERMP1" 0 0 0 0 0 0 0 0
"AK4P4" 0 0 0 0 0 0 0 0
"KIAA2026" 0 0 0 0 0 0 0 0
"MLANA" 0 0 0 0 0 0 0 0
"RANBP6" 0 0 0 0 0 0 0 0
"IL33" 0 0 0 0 0 0 0 0
"SELENOTP1" 0 0 0 0 0 0 0 0
"UHRF2" 0 0 0 0 0 0 0 0
"GLDC" 0 0 0 0 0 0 0 0
"RPL23AP57" 0 0 0 0 0 0 0 0
"RPS3AP54" 0 0 0 0 0 0 0 0
"RNF2P1" 0 0 0 0 0 0 0 0
"RPL35AP20" 0 0 0 0 0 0 0 0
"KDM4C" 0 0 0 0 0 0 0 0
"SNRPEP2" 0 0 0 0 0 0 0 0
"ACTG1P14" 0 0 0 0 0 0 0 0
"RPL4P5" 0 0 0 0 0 0 0 0
"DMAC1" 0 0 0 0 0 0 0 0
"PTPRD" 0 0 0 0 0 0 0 0
"PTPRD-AS1" 0 0 0 0 0 0 0 0
"RPS26P3" 0 0 0 0 0 0 0 0
"TYRP1" 0 0 0 0 0 0 0 0
"LURAP1L-AS1" 0 0 0 0 0 0 0 0
"LURAP1L" 0 0 0 0 0 0 0 0
"PRDX1P1" 0 0 0 0 0 0 0 0
"MPDZ" 0 0 0 0 0 0 0 0
"NFIB" 0 0 0 0 0 0 0 0
"NFIB-AS1" 0 0 0 0 0 0 0 0
"CDCA4P1" 0 0 0 0 0 0 0 0
"ZDHHC21" 0 0 0 0 0 0 0 0
"CER1" 0 0 0 0 0 0 0 0
"FREM1" 0 0 0 0 0 0 0 0
"LDHAP4" 0 0 0 0 0 0 0 0
"PSIP1P1" 0 0 0 0 0 0 0 0
"TTC39B" 0 0 0 0 0 0 0 0
"SNAPC3" 0 0 0 0 0 0 0 0
"PSIP1" 0 0 0 0 0 0 0 0
"FTH1P12" 0 0 0 0 0 0 0 0
"CCDC171" 0 0 0 0 0 0 0 0
"BNC2" 0 0 0 0 0 0 0 0
"BNC2-AS1" 0 0 0 0 0 0 0 0
"CNTLN" 0 0 0 0 0 0 0 0
"SH3GL2" 0 0 0 0 0 0 0 0
"ADAMTSL1" 0 0 0 0 0 0 0 0
"SAXO1" 0 0 0 0 0 0 0 0
"RRAGA" 0 0 0 0 0 0 0 0
"HAUS6" 0 0 0 0 0 0 0 0
"PLIN2" 0 0 0 0 0 0 0 0
"DENND4C" 0 0 0 0 0 0 0 0
"RPS6" 0 0 0 0 0 0 0 0
"ACER2" 0 0 0 0 0 0 0 0
"SLC24A2" 0 0 0 0 0 0 0 0
"MLLT3" 0 0 0 0 0 0 0 0
"FOCAD" 0 0 0 0 0 0 0 0
"HACD4" 0 0 0 0 0 0 0 0
"IFNA20P" 0 0 0 0 0 0 0 0
"KLHL9" 0 0 0 0 0 0 0 0
"MIR31HG" 0 0 0 0 0 0 0 0
"IFNE" 0 0 0 0 0 0 0 0
"KHSRPP1" 0 0 0 0 0 0 0 0
"MTAP" 0 0 0 0 0 0 0 -1
"TUBB8P1" 0 0 0 0 0 0 0 0
"ERVFRD-3" 0 0 0 0 0 0 0 -1
"CDKN2A" 0 0 0 0 0 0 0 -1
"CDKN2B-AS1" 0 0 0 0 0 0 0 -1
"CDKN2B" 0 0 0 0 0 0 0 -1
"DMRTA1" 0 0 0 0 0 0 0 -1
"LINC01239" 0 0 0 0 0 0 0 -1
"ELAVL2" 0 0 0 0 0 0 0 -1
"TUSC1" 0 0 0 0 0 0 0 -1
"CAAP1" 0 0 0 0 0 0 0 -1
"PLAA" 0 0 0 0 0 0 0 -1
"IFT74" 0 0 0 0 0 0 0 -1
"LRRC19" 0 0 0 0 0 0 0 -1
"TEK" 0 0 0 0 0 0 0 -1
"LINC00032" 0 0 0 0 0 0 0 -1
"EQTN" 0 0 0 0 0 0 0 -1
"MOB3B" 0 0 0 0 0 0 0 -1
"C9orf72" 0 0 0 0 0 0 0 -1
"LINGO2" 0 0 0 0 0 0 0 -1
"SLC4A1APP1" 0 0 0 0 0 0 0 -1
"RBMXP2" 0 0 0 0 0 0 0 -1
"SLC25A6P2" 0 0 0 0 0 0 0 -1
"ACO1" 0 0 0 0 0 0 0 -1
"RIGI" 0 0 0 0 0 0 0 -1
"TOPORS" 0 0 0 0 0 0 0 -1
"SMIM27" 0 0 0 1 0 0 0 -1
"NDUFB6" 0 0 0 1 0 0 0 -1
"DFFBP1" 0 0 0 1 0 0 0 -1
"TAF1L" 0 0 0 1 0 0 0 -1
"SNRPCP1" 0 0 0 1 0 0 0 -1
"TMEM215" 0 0 0 1 0 0 0 -1
"APTX" 0 0 0 1 0 0 0 -1
"ASS1P12" 0 0 0 1 0 0 0 -1
"TCEA1P4" 0 0 0 1 0 0 0 -1
"LAGE3P1" 0 0 0 1 0 0 0 -1
"DNAJA1" 0 0 0 1 0 0 0 -1
"SMU1" 0 0 0 1 0 0 0 -1
"B4GALT1" 0 0 0 1 0 0 0 -1
"B4GALT1-AS1" 0 0 0 1 0 0 0 -1
"SPINK4" 0 0 0 1 0 0 0 -1
"BAG1" 0 0 0 1 0 0 0 -1
"CHMP5" 0 0 0 1 0 0 0 -1
"NFX1" 0 0 0 1 0 0 0 -1
"AQP7" 0 0 0 1 0 0 0 -1
"AQP3" 0 0 0 1 0 0 0 -1
"NOL6" 0 0 0 1 0 0 0 -1
"SUGT1P1" 0 0 0 1 0 0 0 -1
"ANKRD18B" 0 0 0 1 0 0 0 -1
"SNX18P7" 0 0 0 1 0 0 0 -1
"CYP4F26P" 0 0 0 1 0 0 0 -1
"ANXA2P2" 0 0 0 1 0 0 0 -1
"PTENP1" 0 0 0 1 0 0 0 -1
"PTENP1-AS" 0 0 0 1 0 0 0 -1
"UBE2R2-AS1" 0 0 0 0 0 0 0 -1
"PRSS3" 0 0 0 0 0 0 0 -1
"UBE2R2" 0 0 0 0 0 0 0 -1
"UBAP2" 0 0 0 0 0 0 0 -1
"SNORD121B" 0 0 0 0 0 0 0 -1
"DCAF12" 0 0 0 0 0 0 0 -1
"UBAP1" 0 0 0 0 0 0 0 -1
"RPL35AP2" 0 0 0 0 0 0 0 -1
"RNA5SP282" 0 0 0 0 0 0 0 -1
"KIF24" 0 0 0 0 0 0 0 -1
"SERPINH1P1" 0 0 0 0 0 0 0 -1
"NUDT2" 0 0 0 0 0 0 0 -1
"MYORG" 0 0 0 0 0 0 0 -1
"C9orf24" 0 0 0 0 0 0 0 -1
"FAM219A" 0 0 0 0 0 0 0 -1
"DNAI1" 0 0 0 0 0 0 0 -1
"ENHO" 0 0 0 0 0 0 0 -1
"CNTFR" 0 0 0 0 0 0 0 -1
"RPP25L" 0 0 0 0 0 0 0 -1
"DCTN3" 0 0 0 0 0 0 0 -1
"ARID3C" 0 0 0 0 0 0 0 -1
"SIGMAR1" 0 0 0 0 0 0 0 -1
"GALT" 0 0 0 0 0 0 0 -1
"IL11RA" 0 0 0 0 0 0 0 -1
"CCL19" 0 0 0 0 0 0 0 -1
"CCL21" 0 0 0 0 0 0 0 -1
"FAM205A" 0 0 0 0 0 0 0 -1
"GLULP4" 0 0 0 0 0 0 0 -1
"PHF24" 0 0 0 0 0 0 0 -1
"DNAJB5-DT" 0 0 0 0 0 0 0 -1
"DNAJB5" 0 0 0 0 0 0 0 -1
"SYF2P2" 0 0 0 0 0 0 0 -1
"C9orf131" 0 0 0 0 0 0 0 -1
"VCP" 0 0 0 0 0 0 0 -1
"FANCG" 0 0 0 0 0 0 0 -1
"PIGO" 0 0 0 0 0 0 0 -1
"STOML2" 0 0 0 0 0 0 0 -1
"ATOSB" 0 0 0 0 0 0 0 -1
"UNC13B" 0 0 0 0 0 0 0 -1
"ATP8B5P" 0 0 0 0 0 0 0 -1
"ZFAND6P1" 0 0 0 0 0 0 0 -1
"RUSC2" 0 0 0 0 0 0 0 -1
"FAM166B" 0 0 0 0 0 0 0 -1
"TESK1" 0 0 0 0 0 0 0 -1
"CD72" 0 0 0 0 0 0 0 -1
"SIT1" 0 0 0 0 0 0 0 -1
"RMRP" 0 0 0 0 0 0 0 -1
"CCDC107" 0 0 0 0 0 0 0 -1
"ARHGEF39" 0 0 0 0 0 0 0 -1
"CA9" 0 0 0 0 0 0 0 -1
"TPM2" 0 0 0 0 0 0 0 -1
"TLN1" 0 0 0 0 0 0 0 -1
"CREB3" 0 0 0 0 0 0 0 -1
"GBA2" 0 0 0 0 0 0 0 -1
"RGP1" 0 0 0 0 0 0 0 -1
"MSMP" 0 0 0 0 0 0 0 -1
"NPR2" 0 0 0 0 0 0 0 -1
"SPAG8" 0 0 0 0 0 0 0 -1
"HINT2" 0 0 0 0 0 0 0 -1
"TMEM8B" 0 0 0 0 0 0 0 -1
"FAM221B" 0 0 0 0 0 0 0 -1
"OR13E1P" 0 0 0 0 0 0 0 -1
"HRCT1" 0 0 0 0 0 0 0 -1
"SPAAR" 0 0 0 0 0 0 0 -1
"PGAM1P2" 0 0 0 0 0 0 0 -1
"YBX1P10" 0 0 0 0 0 0 0 -1
"OR2S1P" 0 0 0 0 0 0 0 -1
"RECK" 0 0 0 0 0 0 0 -1
"GLIPR2" 0 0 0 0 0 0 0 -1
"CCIN" 0 0 0 0 0 0 0 -1
"CLTA" 0 0 0 0 0 0 0 -1
"GNE" 0 0 0 0 0 0 0 -1
"HMGB3P24" 0 0 0 0 0 0 0 -1
"RNF38" 0 0 0 0 0 0 0 -1
"MELK" 0 0 0 0 0 0 0 -1
"PAX5" 0 0 0 0 0 0 0 -1
"EBLN3P" 0 0 0 0 0 0 0 -1
"ZCCHC7" 0 0 0 0 0 0 0 -1
"GRHPR" 0 0 0 1 0 0 0 -1
"CHCHD4P3" 0 0 0 1 0 0 0 -1
"ZBTB5" 0 0 0 1 0 0 0 -1
"POLR1E" 0 0 0 1 0 0 0 -1
"FBXO10" 0 0 0 1 0 0 0 -1
"TOMM5" 0 0 0 1 0 0 0 -1
"RAB1C" 0 0 0 1 0 0 0 -1
"FRMPD1" 0 0 0 1 0 0 0 -1
"TRMT10B" 0 0 0 1 0 0 0 -1
"EXOSC3" 0 0 0 1 0 0 0 -1
"DCAF10" 0 0 0 1 0 0 0 -1
"PAICSP1" 0 0 0 1 0 0 0 -1
"SLC25A51" 0 0 0 1 0 0 0 -1
"TMX2P1" 0 0 0 1 0 0 0 -1
"SHB" 0 0 0 1 0 0 0 -1
"ALDH1B1" 0 0 0 1 0 0 0 -1
"IGFBPL1" 0 0 0 1 0 0 0 -1
"VN1R48P" 0 0 0 0 0 0 0 -1
"ANKRD18A" 0 0 0 0 0 0 0 -1
"CYP4F33P" 0 0 0 0 0 0 0 -1
"SNX18P3" 0 0 0 0 0 0 0 -1
"FAM201A" 0 0 0 0 0 0 0 -1
"CNTNAP3" 0 0 0 0 0 0 0 -1
"ZNF658B" 0 0 0 0 0 0 0 -1
"GLIDR" 0 0 0 0 0 0 0 -1
"FGF7P3" 0 0 0 0 0 0 0 -1
"ANKRD20A2P" 0 0 0 0 0 0 0 -1
"FAM95B1" 0 0 0 0 0 0 0 -1
"FRG1HP" 0 0 0 0 0 0 0 -1
"PGM5P2" 0 0 0 0 0 0 0 -1
"LINC03025" 0 0 0 0 0 0 0 -1
"ZNG1F" 0 0 0 0 0 0 0 -1
"RPL7AP45" 0 0 0 0 0 0 0 -1
"CNTNAP3B" 0 0 0 0 0 0 0 -1
"FAM88E" 0 0 0 0 0 0 0 -1
"ADGRF5P2" 0 0 0 0 0 0 0 -1
"ANKRD20A7P" 0 0 0 0 0 0 0 -1
"CYP4F60P" 0 0 0 0 0 0 0 -1
"CNN2P4" 0 0 0 0 0 0 0 -1
"FAM27C" 0 0 0 0 0 0 0 -1
"RPL7AP76" 0 0 0 0 0 0 0 -1
"FAM88C" 0 0 0 0 0 0 0 -1
"FAM88F" 0 0 0 0 0 0 0 -1
"LINC01410" 0 0 0 0 0 0 0 -1
"CDK2AP2P2" 0 0 0 0 0 0 0 -1
"LERFS" 0 0 0 0 0 0 0 -1
"MYO5BP2" 0 0 0 0 0 0 0 -1
"ADGRF5P1" 0 0 0 0 0 0 0 -1
"FAM88B" 0 0 0 0 0 0 0 -1
"AQP7P1" 0 0 0 0 0 0 0 -1
"BMS1P10" 0 0 0 0 0 0 0 -1
"DUX4L50" 0 0 0 0 0 0 0 -1
"MIR4477B" 0 0 0 0 0 0 0 -1
"FRG1JP" 0 0 0 0 0 0 0 -1
"ANKRD20A4P" 0 0 0 0 0 0 0 -1
"ZNG1DP" 0 0 0 0 0 0 0 -1
"ZNG1E" 0 0 0 0 0 0 0 -1
"CDRT15P12" 0 0 0 0 0 0 0 -1
"ZNF658" 0 0 0 0 0 0 0 -1
"CNTNAP3P2" 0 0 0 0 0 0 0 -1
"FAM27E3" 0 0 0 0 0 0 0 -1
"FAM27B" 0 0 0 0 0 0 0 -1
"ANKRD20A1" 0 0 0 0 0 0 0 -1
"ZNG1C" 0 0 0 0 0 0 0 -1
"FOXD4L3" 0 0 0 0 0 0 0 -1
"PGM5" 0 0 0 0 0 0 0 -1
"PGM5-AS1" 0 0 0 0 0 0 0 -1
"TMEM252" 0 0 0 0 0 0 0 -1
"LINC01506" 0 0 0 0 0 0 0 -1
"PIP5K1B" 0 0 0 0 0 0 0 -1
"PABIR1" 0 0 0 0 0 0 0 -1
"FXN" 0 0 0 0 0 0 0 -1
"TJP2" 0 0 0 0 0 0 0 -1
"BANCR" 0 0 0 0 0 0 0 -1
"ENTREP1" 0 0 0 0 0 0 0 -1
"APBA1" 0 0 0 0 0 0 0 -1
"PTAR1" 0 0 0 0 0 0 0 -1
"CFAP95" 0 0 0 0 0 0 0 -1
"MAMDC2-AS1" 0 0 0 0 0 0 0 -1
"MAMDC2" 0 0 0 0 0 0 0 -1
"SMC5-DT" 0 0 0 0 0 0 0 -1
"RPL24P8" 0 0 0 0 0 0 0 -1
"SMC5" 0 0 0 0 0 0 0 -1
"KLF9" 0 0 0 0 0 0 0 -1
"TRPM3" 0 0 0 0 0 0 0 -1
"RPL35AP21" 0 0 0 0 0 0 0 -1
"CEMIP2" 0 0 0 0 0 0 0 -1
"ABHD17B" 0 0 0 0 0 0 0 -1
"C9orf85" 0 0 0 0 0 0 0 -1
"HSPB1P1" 0 0 0 0 0 0 0 -1
"GDA" 0 0 0 0 0 0 0 -1
"LINC01504" 0 0 0 0 0 0 0 -1
"ZFAND5" 0 0 0 0 0 0 0 -1
"TMC1" 0 0 0 0 0 0 0 -1
"LINC01474" 0 0 0 0 0 0 0 -1
"ALDH1A1" 0 0 0 0 0 0 0 -1
"ANXA1" 0 0 0 0 0 0 0 -1
"RORB" 0 0 0 0 0 0 0 -1
"TRPM6" 0 0 0 0 0 0 0 -1
"C9orf40" 0 0 0 0 0 0 0 -1
"CARNMT1" 0 0 0 0 0 0 0 -1
"NMRK1" 0 0 0 0 0 0 0 -1
"OSTF1" 0 0 0 0 0 0 0 -1
"PCSK5" 0 0 0 0 0 0 0 -1
"RFK" 0 0 0 0 0 0 0 -1
"RPSAP9" 0 0 0 0 0 0 0 -1
"GCNT1" 0 0 0 0 0 0 0 -1
"PPIAP87" 0 0 0 0 0 0 0 -1
"PRUNE2" 0 0 0 0 0 0 0 -1
"PCA3" 0 0 0 0 0 0 0 -1
"VPS13A" 0 0 0 0 0 0 0 -1
"GNA14" 0 0 0 0 0 0 0 -1
"GNA14-AS1" 0 0 0 0 0 0 0 -1
"GNAQ" 0 0 0 0 0 0 0 -1
"CEP78" 0 0 0 0 0 0 0 -1
"PSAT1" 0 0 0 0 0 0 0 -1
"CHCHD2P9" 0 0 0 0 0 0 0 -1
"TLE4" 0 0 0 0 0 0 0 -1
"TLE1" 0 0 0 0 0 0 0 -1
"TLE1-DT" 0 0 0 0 0 0 0 -1
"RPS6P12" 0 0 0 0 0 0 0 -1
"RASEF" 0 0 0 0 0 0 0 -1
"FRMD3-AS1" 0 0 0 0 0 0 0 -1
"FRMD3" 0 0 0 0 0 0 0 -1
"RNU4-29P" 0 0 0 0 0 0 0 -1
"IDNK" 0 0 0 0 0 0 0 0
"UBQLN1" 0 0 0 0 0 0 0 0
"UBQLN1-AS1" 0 0 0 0 0 0 0 0
"GKAP1" 0 0 0 0 0 0 0 0
"KIF27" 0 0 0 0 0 0 0 0
"C9orf64" 0 0 0 0 0 0 0 0
"HNRNPK" 0 0 0 0 0 0 0 0
"MIR7-1" 0 0 0 0 0 0 0 0
"HNRNPK-AS1" 0 0 0 0 0 0 0 0
"RMI1" 0 0 0 0 0 0 0 0
"SLC28A3" 0 0 0 0 0 0 0 0
"NTRK2" 0 0 0 0 0 0 0 0
"AGTPBP1" 0 0 0 0 0 0 0 0
"NAA35" 0 0 0 0 0 0 0 0
"GOLM1" 0 0 0 0 0 0 0 0
"C9orf153" 0 0 0 0 0 0 0 0
"ISCA1" 0 0 0 0 0 0 0 0
"TUT7" 0 0 0 0 0 0 0 0
"GAS1" 0 0 0 0 0 0 0 0
"GAS1RR" 0 0 0 0 0 0 0 0
"LINC02893" 0 0 0 0 0 0 0 0
"CDC20P1" 0 0 0 0 0 0 0 0
"LINC02872" 0 0 0 0 0 0 0 0
"DAPK1" 0 0 0 0 0 0 0 0
"CTSL" 0 0 0 0 0 0 0 0
"CTSLP8" 0 0 0 0 0 0 0 0
"NPAP1P9" 0 0 0 0 0 0 0 0
"SPATA31E1" 0 0 0 0 0 0 0 0
"CDK20" 0 0 0 0 0 0 0 0
"RPS10P3" 0 0 0 0 0 0 0 0
"LINC03026" 0 0 0 0 0 0 0 0
"SPIN1" 0 0 0 0 0 0 0 0
"HNRNPA1P14" 0 0 0 0 0 0 0 0
"RPL21P85" 0 0 0 0 0 0 0 0
"NXNL2" 0 0 0 0 0 0 0 0
"S1PR3" 0 0 0 0 0 0 0 0
"SHC3" 0 0 0 0 0 0 0 0
"CKS2" 0 0 0 0 0 0 0 0
"MIR3153" 0 0 0 0 0 0 0 0
"SECISBP2" 0 0 0 0 0 0 0 0
"SEMA4D" 0 0 0 0 0 0 0 0
"PA2G4P6" 0 0 0 0 0 0 0 0
"GADD45G" 0 0 0 0 0 0 0 0
"LINC03062" 0 0 0 0 0 0 0 0
"LINC01508" 0 0 0 0 0 0 0 0
"DIRAS2" 0 0 0 0 0 0 0 0
"SYK" 0 0 0 0 0 0 0 0
"LINC02937" 0 0 0 0 0 0 0 0
"LINC00484" 0 0 0 0 0 0 0 0
"AUH" 0 0 0 0 0 0 0 0
"NFIL3" 0 0 0 0 0 0 0 0
"ROR2" 0 0 0 0 0 0 0 0
"SPTLC1" 0 0 0 0 0 0 0 0
"MTCO3P29" 0 0 0 0 0 0 0 0
"LINC00475" 0 0 0 0 0 0 0 0
"BEND3P2" 0 0 0 0 0 0 0 0
"IARS1" 0 0 0 0 0 0 0 0
"NOL8" 0 0 0 0 0 0 0 0
"CENPP" 0 0 0 0 0 0 0 0
"OGN" 0 0 0 0 0 0 0 0
"OMD" 0 0 0 0 0 0 0 0
"ASPN" 0 0 0 0 0 0 0 0
"ECM2" 0 0 0 0 0 0 0 0
"IPPK" 0 0 0 0 0 0 0 0
"BICD2" 0 0 0 0 0 0 0 0
"EEF1DP2" 0 0 0 0 0 0 0 0
"ZNF484" 0 0 0 0 0 0 0 0
"ALOX15P2" 0 0 0 0 0 0 0 0
"FGD3" 0 0 0 0 0 0 0 0
"SUSD3" 0 0 0 0 0 0 0 0
"CARD19" 0 0 0 0 0 0 0 0
"NINJ1" 0 0 0 0 0 0 0 0
"WNK2" 0 0 0 0 0 0 0 0
"FAM120A2P" 0 0 0 0 0 0 0 0
"FAM120AOS" 0 0 0 0 0 0 0 0
"FAM120A" 0 0 0 0 0 0 0 0
"PHF2" 0 0 0 0 0 0 0 0
"BARX1" 0 0 0 0 0 0 0 0
"BARX1-DT" 0 0 0 0 0 0 0 0
"PTPDC1" 0 0 0 0 0 0 0 0
"CYCSP24" 0 0 0 0 0 0 0 0
"MIRLET7A1HG" 0 0 0 0 0 0 0 0
"LINC02603" 0 0 0 0 0 0 0 0
"ZNF169" 0 0 0 0 0 0 0 0
"PTMAP12" 0 0 0 0 0 0 0 0
"MFSD14B" 0 0 0 0 0 0 0 0
"PCAT7" 0 0 0 0 0 0 0 0
"FBP2" 0 0 0 0 0 0 0 0
"FBP1" 0 0 0 0 0 0 0 0
"AOPEP" 0 0 0 0 0 0 0 0
"MIR23B" 0 0 0 0 0 0 0 0
"MIR27B" 0 0 0 0 0 0 0 0
"MIR3074" 0 0 0 0 0 0 0 0
"FANCC" 0 0 0 0 0 0 0 0
"MT1P1" 0 0 0 0 0 0 0 0
"PTCH1" 0 0 0 0 0 0 0 0
"ERCC6L2-AS1" 0 0 0 0 0 0 0 0
"ERCC6L2" 0 0 0 0 0 0 0 0
"LINC00092" 0 0 0 0 0 0 0 0
"EIF4BP3" 0 0 0 0 0 0 0 0
"HSD17B3" 0 0 0 0 0 0 0 0
"HSD17B3-AS1" 0 0 0 0 0 0 0 0
"SLC35D2" 0 0 0 0 0 0 0 0
"ZNF367" 0 0 0 0 0 0 0 0
"NSA2P7" 0 0 0 0 0 0 0 0
"HABP4" 0 0 0 0 0 0 0 0
"CDC14B" 0 0 0 0 0 0 0 0
"PRXL2C" 0 0 0 0 0 0 0 0
"ZNF510" 0 0 0 0 0 0 0 0
"ZNF782" 0 0 0 0 0 0 0 0
"MFSD14CP" 0 0 0 0 0 0 0 0
"PTMAP11" 0 0 0 0 0 0 0 0
"NUTM2G" 0 0 0 0 0 0 0 0
"CTSV" 0 0 0 0 0 0 0 0
"GAS2L1P2" 0 0 0 0 0 0 0 0
"VN1R51P" 0 0 0 0 0 0 0 0
"FAM220CP" 0 0 0 0 0 0 0 0
"ANKRD18CP" 0 0 0 0 0 0 0 0
"SUGT1P4-STRA6LP" 0 0 0 0 0 0 0 0
"SUGT1P4-STRA6LP-CCDC180" 0 0 0 0 0 0 0 0
"STRA6LP" 0 0 0 0 0 0 0 0
"CCDC180" 0 0 0 0 0 0 0 0
"MIR1302-8" 0 0 0 0 0 0 0 0
"TDRD7" 0 0 0 0 0 0 0 0
"TMOD1" 0 0 0 0 0 0 0 0
"TSTD2" 0 0 0 0 0 0 0 0
"NCBP1" 0 0 0 0 0 0 0 0
"XPA" 0 0 0 0 0 0 0 0
"PTCSC2" 0 0 0 0 0 0 0 0
"FOXE1" 0 0 0 0 0 0 0 0
"TRMO" 0 0 0 0 0 0 0 0
"HEMGN" 0 0 0 0 0 0 0 0
"ANP32B" 0 0 0 0 0 0 0 0
"NANS" 0 0 0 0 0 0 0 0
"TRIM14" 0 0 0 0 0 0 0 0
"CORO2A" 0 0 0 0 0 0 0 0
"TBC1D2" 0 0 0 0 0 0 0 0
"GABBR2" 0 0 0 0 0 0 0 0
"ANKS6" 0 0 0 0 0 0 0 0
"GALNT12" 0 0 0 0 0 0 0 0
"COL15A1" 0 0 0 0 0 0 0 0
"TGFBR1" 0 0 0 0 0 0 0 0
"ALG2" 0 0 0 0 0 0 0 0
"SEC61B" 0 0 0 0 0 0 0 0
"KRT8P11" 0 0 0 0 0 0 0 0
"NAMA" 0 0 0 0 0 0 0 0
"STX17-DT" 0 0 0 0 0 0 0 0
"NR4A3" 0 0 0 0 0 0 0 0
"STX17" 0 0 0 0 0 0 0 0
"ERP44" 0 0 0 0 0 0 0 0
"UPF3AP3" 0 0 0 0 0 0 0 0
"INVS" 0 0 0 0 0 0 0 0
"RN7SL75P" 0 0 0 0 0 0 0 0
"RPS2P35" 0 0 0 0 0 0 0 0
"TEX10" 0 0 0 0 0 0 0 0
"MSANTD3" 0 0 0 0 0 0 0 0
"MSANTD3-TMEFF1" 0 0 0 0 0 0 0 0
"TMEFF1" 0 0 0 0 0 0 0 0
"CAVIN4" 0 0 0 0 0 0 0 0
